doc_id	security_code	form_type	period_end	source_tags	existing_row_count	proposed_row_count	selected_candidate_count	excluded_candidate_count	review_row_count	excel_suppressed_segment_profit_count	status
S100BV05	71500	043000	2017-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	15	7	17	149	0	0	match
S100BV94	87500	043000	2017-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	13	5	14	190	0	0	match
S100D5NO	83580	030000	2018-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	10	4	11	14	0	0	match
S100D7MW	83440	030000	2018-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	15	7	17	19	0	0	match
S100D9KY	83620	030000	2018-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	15	7	17	18	0	0	match
S100DA3U	85240	030000	2018-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	15	7	17	20	0	0	match
S100DAFN	83460	030000	2018-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	12	6	13	14	0	0	match
S100DAVY	83340	030000	2018-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	15	7	17	18	0	0	match
S100DB73	83810	030000	2018-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	15	7	17	20	0	0	match
S100DC2I	62920	030000	2018-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	26	11	27	33	0	0	match
S100DG4F	83360	030000	2018-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	18	8	26	27	0	0	match
S100DIOZ	71890	030000	2018-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	11	5	12	16	0	0	match
S100DT0U	98300	043000	2018-06-30	NotesSegmentInformationEtcQuarterlyFinancialStatementsTextBlock	15	5	18	20	0	0	match
S100DW51	36830	043000	2018-06-30	NotesSegmentInformationEtcQuarterlyFinancialStatementsTextBlock	12	3	13	25	0	0	match
S100E7WE	82760	043000	2018-08-20	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	12	4	15	42	0	0	match
S100EC3I	30040	043000	2018-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	19	4	19	29	0	0	match
S100ECWF	95130	043000	2018-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	15	5	17	40	0	0	match
S100ED1O	57110	043000	2018-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	28	7	29	45	0	0	match
S100ED6O	99500	043000	2018-09-20	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	12	4	14	34	0	0	match
S100EE3Z	81500	043000	2018-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	10	4	10	11	0	0	match
S100EF4P	15140	043000	2018-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	15	3	15	24	0	0	match
S100EFRP	80780	043000	2018-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	30	6	31	60	0	0	match
S100EFUU	50210	043000	2018-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	17	5	18	29	0	0	match
S100EG47	65900	043000	2018-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	19	4	19	31	0	0	match
S100EGCX	91040	043000	2018-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	28	7	31	53	0	0	match
S100EGGJ	83650	043000	2018-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	16	8	18	114	0	0	match
S100EGTC	19610	043000	2018-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	18	6	20	22	0	0	match
S100EGU6	85110	043000	2018-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	11	3	12	30	0	0	match
S100EGZJ	86010	043000	2018-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	17	5	19	48	0	0	match
S100EHLT	46800	043000	2018-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	11	2	11	16	0	0	match
S100EHQ4	80750	043000	2018-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	28	7	29	45	0	0	match
S100EHU5	77020	043000	2018-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	22	5	24	43	0	0	match
S100EHWG	66250	043000	2018-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	16	4	19	38	0	0	match
S100EI0S	83610	043000	2018-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	15	7	17	124	0	0	match
S100EI77	80050	043000	2018-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	32	8	33	49	0	0	match
S100EIAJ	83860	043000	2018-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	15	7	17	232	0	0	match
S100EIFG	91070	043000	2018-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	20	5	21	35	0	0	match
S100EIGT	19810	043000	2018-09-30	NotesSegmentInformationEtcQuarterlyFinancialStatementsTextBlock	16	4	17	30	0	0	match
S100EINI	32930	043000	2018-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	23	5	25	34	0	0	match
S100EIT9	74210	043000	2018-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	12	3	12	18	0	0	match
S100EIZE	60920	043000	2018-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	16	4	17	30	0	0	match
S100EJ4C	49780	043000	2018-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	12	3	13	26	0	0	match
S100EJ5V	91010	043000	2018-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	28	7	29	45	0	0	match
S100EJ9O	42280	043000	2018-09-30	FootnotesRegardingSegmentInformationTableTextBlock | NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	12	3	13	29	0	0	match
S100EJJM	29150	043000	2018-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	16	4	19	38	0	0	match
S100EJS6	34330	043000	2018-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	16	4	19	38	0	0	match
S100EKCG	71620	043000	2018-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	19	7	23	53	0	0	match
S100EKNV	83590	043000	2018-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	15	7	17	174	0	0	match
S100EKTJ	54580	043000	2018-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	12	3	13	25	0	0	match
S100ELAQ	83680	043000	2018-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	15	7	17	172	0	0	match
S100ELC2	83460	043000	2018-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	12	6	13	82	0	0	match
S100ELDU	83440	043000	2018-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	15	7	17	119	0	0	match
S100ELKO	83810	043000	2018-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	15	7	17	184	0	0	match
S100ELM1	73260	043000	2018-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	12	4	14	51	0	0	match
S100ELQH	71840	043000	2018-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	15	7	17	188	0	0	match
S100EM7K	83950	043000	2018-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	16	8	18	121	0	0	match
S100EM9K	83700	043000	2018-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	9	3	9	131	0	0	match
S100EMBT	83450	043000	2018-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	14	6	16	136	0	0	match
S100EMDN	83620	043000	2018-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	15	7	17	150	0	0	match
S100EMJ7	87660	043000	2018-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	18	8	20	198	0	0	match
S100EMLA	83430	043000	2018-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	15	7	16	164	0	0	match
S100EMLE	83370	043000	2018-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	18	8	20	190	0	0	match
S100EMLS	83920	043000	2018-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	14	6	16	107	0	0	match
S100EMLW	61780	043000	2018-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	20	6	28	356	0	0	match
S100EMMU	85240	043000	2018-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	15	7	17	148	0	0	match
S100EMQ9	83340	043000	2018-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	15	7	17	198	0	0	match
S100EMSF	83380	043000	2018-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	15	7	17	186	0	0	match
S100EMTF	83990	043000	2018-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	15	7	17	120	0	0	match
S100EMW3	83830	043000	2018-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	11	5	12	100	0	0	match
S100EMX8	73220	043000	2018-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	15	7	17	67	0	0	match
S100EMZ9	71890	043000	2018-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	11	5	12	92	0	0	match
S100EN2Y	83930	043000	2018-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	16	8	18	112	0	0	match
S100EN4B	83040	043000	2018-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	30	23	23	66	0	0	match
S100EN5N	83580	043000	2018-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	11	5	12	49	0	0	match
S100EN6X	71800	043000	2018-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	21	9	23	134	0	0	match
S100ENCB	83360	043000	2018-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	18	8	26	152	0	0	match
S100ENDU	85220	043000	2018-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	18	8	27	140	0	0	match
S100ENIA	83670	043000	2018-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	15	7	17	156	0	0	match
S100ENJM	87150	043000	2018-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	8	2	12	68	0	0	match
S100ENUL	87500	043000	2018-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	13	5	14	190	0	0	match
S100ENZS	85700	043000	2018-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	18	6	20	160	0	0	match
S100EQLV	96270	043000	2018-10-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	16	4	17	30	0	0	match
S100EU6K	71480	030000	2018-09-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	18	6	21	33	0	0	match
S100EZRX	89170	030000	2018-10-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	11	2	11	5	0	0	match
S100FP5F	36360	043000	2019-03-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	12	3	13	25	0	0	match
S100FQT1	71480	043000	2019-03-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	16	4	19	38	0	0	match
S100FQUP	57240	043000	2019-03-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	20	5	23	35	0	0	match
S100FSB0	82760	030000	2019-02-20	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	11	3	13	22	0	0	match
S100FXDC	83640	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	15	7	23	18	0	0	match
S100FYGX	89170	043000	2019-04-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	12	3	13	4	0	0	match
S100FYUE	23730	043000	2019-04-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	16	4	19	38	0	0	match
S100G0TA	83590	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	15	7	17	18	0	0	match
S100G10A	83610	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	18	8	20	24	0	0	match
S100G1K3	83680	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	15	7	17	20	0	0	match
S100G2AH	61780	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	20	6	28	28	0	0	match
S100G2N9	83450	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	14	6	16	20	0	0	match
S100G2VU	83460	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	12	6	13	14	0	0	match
S100G2Z4	83440	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	15	7	17	19	0	0	match
S100G347	83620	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	15	7	17	18	0	0	match
S100G3ZL	83340	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	15	7	17	18	0	0	match
S100G40A	71800	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	21	9	23	22	0	0	match
S100G519	73220	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	15	7	17	7	0	0	match
S100G538	83580	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	10	4	11	15	0	0	match
S100G580	83810	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	15	7	17	20	0	0	match
S100G58M	85220	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	18	8	27	26	0	0	match
S100G5CU	83370	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	18	8	20	22	0	0	match
S100G5FU	62920	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	26	11	27	31	0	0	match
S100G655	83360	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	18	8	26	27	0	0	match
S100G686	71610	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	16	8	18	24	0	0	match
S100G6A1	85240	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	15	7	17	20	0	0	match
S100G6AX	83380	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	15	7	17	20	0	0	match
S100G7HT	56030	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	16	4	19	30	0	0	match
S100G7IH	73270	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	18	8	20	6	0	0	match
S100G858	87950	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	14	4	16	22	0	0	match
S100G88Z	90670	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	26	12	27	31	0	0	match
S100G8B9	83920	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	14	6	16	20	0	0	match
S100G8VH	83950	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	16	8	18	20	0	0	match
S100GA70	83990	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	11	3	13	20	0	0	match
S100GA7Z	71500	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	15	7	17	20	0	0	match
S100GAFD	85410	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	14	6	16	20	0	0	match
S100GAOD	71620	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	17	5	19	33	0	0	match
S100GARK	69820	030000	2019-03-31	NotesSegmentInformationEtcFinancialStatementsTextBlock	18	5	20	34	0	0	match
S100GBJH	83670	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	15	7	17	20	0	0	match
S100GBQA	83930	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	16	8	18	20	0	0	match
S100GBTE	83860	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	15	7	17	20	0	0	match
S100GCCS	71840	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	15	7	17	22	0	0	match
S100GCID	71890	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	11	5	12	16	0	0	match
S100GDMC	83650	030000	2019-03-31	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	16	8	18	20	0	0	match
S100GHE9	78060	043000	2019-03-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	32	8	33	50	0	0	match
S100GKK0	64400	043000	2019-06-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	16	4	19	38	0	0	match
S100GM6R	98300	043000	2019-06-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	15	5	17	3	0	0	match
S100GMAZ	37880	043000	2019-06-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	16	4	17	30	0	0	match
S100GO1J	75310	043000	2019-06-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	16	4	17	30	0	0	match
S100GO32	49670	043000	2019-06-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	20	5	23	43	0	0	match
S100GOV9	36830	043000	2019-06-30	NotesSegmentInformationEtcQuarterlyFinancialStatementsTextBlock	12	3	13	25	0	0	match
S100GOZW	81790	043000	2019-06-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	21	7	24	60	0	0	match
S100H17Q	83640	043000	2019-09-30	NotesSegmentInformationEtcSemiAnnualConsolidatedFinancialStatementsTextBlock	15	7	23	96	0	0	match
S100H2AB	82760	043000	2019-08-20	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	12	4	15	42	0	0	match
S100H30P	81940	043000	2019-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	9	3	11	28	0	0	match
S100H3WT	30360	043000	2019-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	19	4	19	29	0	0	match
S100H4YY	95130	043000	2019-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	15	5	17	40	0	0	match
S100H60V	30040	043000	2019-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	19	4	19	29	0	0	match
S100H690	80810	043000	2019-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	19	4	19	31	0	0	match
S100H6UO	54100	043000	2019-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	12	4	14	17	0	0	match
S100H7D4	99910	043000	2019-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	12	3	13	25	0	0	match
S100H7GP	99500	043000	2019-09-20	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	12	4	14	34	0	0	match
S100H7IT	81500	043000	2019-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	10	4	10	11	0	0	match
S100H7KM	59330	043000	2019-09-20	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	20	5	21	35	0	0	match
S100H7NG	98780	043000	2019-09-20	NotesSegmentInformationEtcQuarterlyFinancialStatementsTextBlock	16	4	17	30	0	0	match
S100H836	80140	043000	2019-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	20	5	23	43	0	0	match
S100H86C	93060	043000	2019-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	8	2	9	24	0	0	match
S100H86L	80780	043000	2019-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	30	6	31	60	0	0	match
S100H8BS	57110	043000	2019-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	24	6	25	40	0	0	match
S100H8LV	34200	043000	2019-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	14	5	14	16	0	0	match
S100H8OR	48380	043000	2019-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	12	3	13	25	0	0	match
S100H8PU	95020	043000	2019-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	14	5	16	49	0	0	match
S100H8U7	50210	043000	2019-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	17	5	18	29	0	0	match
S100H8X6	95010	043000	2019-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	20	5	21	35	0	0	match
S100H9HI	62920	043000	2019-09-30	FootnotesRegardingSegmentInformationTableTextBlock | NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	20	5	21	39	0	0	match
S100H9IJ	15140	043000	2019-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	15	3	15	24	0	0	match
S100H9IR	86010	043000	2019-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	17	5	19	48	0	0	match
S100H9KA	91010	043000	2019-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	28	7	29	45	0	0	match
S100H9L0	27600	043000	2019-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	12	3	13	25	0	0	match
S100H9MP	74660	043000	2019-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	15	3	16	25	0	0	match
S100H9UH	91070	043000	2019-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	20	5	21	35	0	0	match
S100H9WD	19610	043000	2019-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	18	6	20	22	0	0	match
S100H9YZ	88770	043000	2019-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	12	3	15	33	0	0	match
S100HA1O	87070	043000	2019-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	11	7	8	72	0	0	match
S100HA4G	41820	043000	2019-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	21	6	22	34	0	0	match
S100HA5K	34220	043000	2019-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	19	4	15	29	0	0	match
S100HAAH	90390	043000	2019-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	24	6	27	48	0	0	match
