generated_at: 2026-04-18T15:56:38
db_path: E:\EDINET_Data\edinet_monitor\db\edinet_monitor.db
period_mode: all
period_from: all
period_to: all
industry_33: all
security_codes: all
status_filter: FILING_MISSING
annual_gap_detection: on
rows: 1222
status_summary: FILING_MISSING=1222

証券コード | 会社名                                             | 業種                 | 期末日     | doc_id | 提出日 | filing | zip | 正規化 | 派生 | parse_status | 状況          
7805       | プリントネット                                     | その他製品           | 2019-08-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7807       | 幸和製作所                                         | その他製品           | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7807       | 幸和製作所                                         | その他製品           | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7808       | シー・エス・ランバー                               | その他製品           | 2018-05-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7811       | 中本パックス                                       | その他製品           | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7811       | 中本パックス                                       | その他製品           | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7821       | 前田工繊                                           | その他製品           | 2021-06-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7821       | 前田工繊                                           | その他製品           | 2020-06-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7821       | 前田工繊                                           | その他製品           | 2019-06-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7821       | 前田工繊                                           | その他製品           | 2018-06-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7821       | 前田工繊                                           | その他製品           | 2017-06-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7836       | アビックス                                         | その他製品           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7841       | 遠藤製作所                                         | その他製品           | 2016-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7847       | グラファイトデザイン                               | その他製品           | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7847       | グラファイトデザイン                               | その他製品           | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7863       | 平賀                                               | その他製品           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7868       | 広済堂ホールディングス                             | その他製品           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7872       | エステールホールディングス                         | その他製品           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7875       | 竹田ｉＰホールディングス                           | その他製品           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7886       | ヤマト　モビリティ　＆　Ｍｆｇ．                   | 化学                 | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7915       | ＮＩＳＳＨＡ                                       | その他製品           | 2016-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7922       | 三光産業                                           | その他製品           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7952       | 河合楽器製作所                                     | その他製品           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7956       | ピジョン                                           | その他製品           | 2018-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7956       | ピジョン                                           | その他製品           | 2017-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7956       | ピジョン                                           | その他製品           | 2016-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7974       | 任天堂                                             | その他製品           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7975       | リヒトラブ                                         | その他製品           | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7975       | リヒトラブ                                         | その他製品           | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7980       | 重松製作所                                         | その他製品           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7991       | マミヤ・オーピー                                   | 機械                 | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8006       | ユアサ・フナショク                                 | 卸売業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8008       | ヨンドシーホールディングス                         | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8008       | ヨンドシーホールディングス                         | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8011       | 三陽商会                                           | 繊維製品             | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8011       | 三陽商会                                           | 繊維製品             | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8011       | 三陽商会                                           | 繊維製品             | 2019-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8011       | 三陽商会                                           | 繊維製品             | 2018-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8011       | 三陽商会                                           | 繊維製品             | 2017-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8016       | オンワードホールディングス                         | 繊維製品             | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8016       | オンワードホールディングス                         | 繊維製品             | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8020       | 兼松                                               | 卸売業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8025       | ツカモトコーポレーション                           | 卸売業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8037       | カメイ                                             | 卸売業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8041       | ＯＵＧホールディングス                             | 卸売業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8066       | 三谷商事                                           | 卸売業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8076       | カノークス                                         | 卸売業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8081       | カナデン                                           | 卸売業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8104       | クワザワホールディングス                           | 卸売業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8105       | Ｂｉｔｃｏｉｎ　Ｊａｐａｎ                         | 卸売業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8107       | キムラタン                                         | 繊維製品             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8115       | ムーンバット                                       | 卸売業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8125       | ワキタ                                             | 卸売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8125       | ワキタ                                             | 卸売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8135       | ゼット                                             | 卸売業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8136       | サンリオ                                           | 卸売業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8143       | ラピーヌ                                           | 繊維製品             | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8143       | ラピーヌ                                           | 繊維製品             | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8144       | デンキョーグループホールディングス                 | 卸売業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8163       | ＳＲＳホールディングス                             | 小売業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8166       | タカキュー                                         | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8166       | タカキュー                                         | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8167       | リテールパートナーズ                               | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8167       | リテールパートナーズ                               | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8181       | 東天紅                                             | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8181       | 東天紅                                             | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8185       | チヨダ                                             | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8185       | チヨダ                                             | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8194       | ライフコーポレーション                             | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8194       | ライフコーポレーション                             | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8198       | マックスバリュ東海                                 | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8198       | マックスバリュ東海                                 | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8200       | リンガーハット                                     | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8200       | リンガーハット                                     | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8203       | ＭｒＭａｘＨＤ                                     | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8203       | ＭｒＭａｘＨＤ                                     | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8219       | 青山商事                                           | 小売業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8225       | タカチホ                                           | 卸売業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8233       | 高島屋                                             | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8233       | 高島屋                                             | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8237       | 松屋                                               | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8237       | 松屋                                               | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8244       | 近鉄百貨店                                         | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8244       | 近鉄百貨店                                         | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8247       | 大和                                               | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8247       | 大和                                               | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8254       | さいか屋                                           | 小売業               | 2021-08-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8254       | さいか屋                                           | 小売業               | 2020-08-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8254       | さいか屋                                           | 小売業               | 2019-08-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8254       | さいか屋                                           | 小売業               | 2018-08-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8254       | さいか屋                                           | 小売業               | 2017-08-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8254       | さいか屋                                           | 小売業               | 2016-08-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8260       | 井筒屋                                             | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8260       | 井筒屋                                             | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8267       | イオン                                             | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8267       | イオン                                             | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8273       | イズミ                                             | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8273       | イズミ                                             | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8278       | フジ                                               | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8278       | フジ                                               | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8289       | Ｏｌｙｍｐｉｃグループ                             | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8289       | Ｏｌｙｍｐｉｃグループ                             | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8365       | 富山銀行                                           | 銀行業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8367       | 南都銀行                                           | 銀行業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8370       | 紀陽銀行                                           | 銀行業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8386       | 百十四銀行                                         | 銀行業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8418       | 山口フィナンシャルグループ                         | 銀行業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8508       | Ｊトラスト                                         | その他金融業         | 2018-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8508       | Ｊトラスト                                         | その他金融業         | 2017-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8508       | Ｊトラスト                                         | その他金融業         | 2016-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8542       | トマト銀行                                         | 銀行業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8558       | 東和銀行                                           | 銀行業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8570       | イオンフィナンシャルサービス                       | その他金融業         | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8570       | イオンフィナンシャルサービス                       | その他金融業         | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8570       | イオンフィナンシャルサービス                       | その他金融業         | 2019-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8570       | イオンフィナンシャルサービス                       | その他金融業         | 2018-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8570       | イオンフィナンシャルサービス                       | その他金融業         | 2017-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8584       | ジャックス                                         | その他金融業         | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8596       | 九州リースサービス                                 | その他金融業         | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8609       | 岡三証券グループ                                   | 証券、商品先物取引業 | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8706       | 極東証券                                           | 証券、商品先物取引業 | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8742       | 小林洋行                                           | 証券、商品先物取引業 | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8746       | ｕｎｂａｎｋｅｄ                                   | 証券、商品先物取引業 | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8783       | ａｂｃ                                             | その他金融業         | 2024-08-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8783       | ａｂｃ                                             | その他金融業         | 2023-08-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8783       | ａｂｃ                                             | その他金融業         | 2022-08-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8783       | ａｂｃ                                             | その他金融業         | 2021-08-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8783       | ａｂｃ                                             | その他金融業         | 2020-08-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8783       | ａｂｃ                                             | その他金融業         | 2019-08-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8783       | ａｂｃ                                             | その他金融業         | 2018-08-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8783       | ａｂｃ                                             | その他金融業         | 2017-08-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8783       | ａｂｃ                                             | その他金融業         | 2016-08-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8793       | ＮＥＣキャピタルソリューション                     | その他金融業         | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8818       | 京阪神ビルディング                                 | 不動産業             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8830       | 住友不動産                                         | 不動産業             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8836       | ＲＩＳＥ                                           | 不動産業             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8877       | エスリード                                         | 不動産業             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8892       | エスコン                                           | 不動産業             | 2023-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8892       | エスコン                                           | 不動産業             | 2022-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8892       | エスコン                                           | 不動産業             | 2021-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8892       | エスコン                                           | 不動産業             | 2020-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8892       | エスコン                                           | 不動産業             | 2019-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8892       | エスコン                                           | 不動産業             | 2018-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8892       | エスコン                                           | 不動産業             | 2017-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8894       | ＲＥＶＯＬＵＴＩＯＮ                               | 不動産業             | 2016-10-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8918       | ランド                                             | 不動産業             | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8918       | ランド                                             | 不動産業             | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8931       | 和田興産                                           | 不動産業             | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8931       | 和田興産                                           | 不動産業             | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
8938       | グローム・ホールディングス                         | 不動産業             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9003       | 相鉄ホールディングス                               | 陸運業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9033       | 広島電鉄                                           | 陸運業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9034       | 南総通運                                           | 陸運業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9060       | 日本ロジテム                                       | 陸運業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9072       | ニッコンホールディングス                           | 陸運業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9130       | 共栄タンカー                                       | 海運業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
92025      | ＡＮＡホールディングス第１回社債型種類株式         | 空運業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9206       | スターフライヤー                                   | 空運業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9220       | エフビー介護サービス                               | サービス業           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9253       | スローガン                                         | サービス業           | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9254       | ラバブルマーケティンググループ                     | サービス業           | 2022-10-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9256       | サクシード                                         | サービス業           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9278       | ブックオフグループホールディングス                 | 小売業               | 2020-05-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9278       | ブックオフグループホールディングス                 | 小売業               | 2019-05-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9326       | 関通                                               | 倉庫・運輸関連業     | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9327       | イー・ロジット                                     | 倉庫・運輸関連業     | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9348       | ｉｓｐａｃｅ                                       | サービス業           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9364       | 上組                                               | 倉庫・運輸関連業     | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9365       | トレーディア                                       | 倉庫・運輸関連業     | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9367       | 大東港運                                           | 倉庫・運輸関連業     | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9381       | エーアイテイー                                     | 倉庫・運輸関連業     | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9381       | エーアイテイー                                     | 倉庫・運輸関連業     | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9404       | 日本テレビホールディングス                         | 情報・通信業         | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9418       | Ｕ－ＮＥＸＴ　ＨＯＬＤＩＮＧＳ                     | 情報・通信業         | 2017-08-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9421       | エヌジェイホールディングス                         | 情報・通信業         | 2019-06-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9421       | エヌジェイホールディングス                         | 情報・通信業         | 2018-06-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9421       | エヌジェイホールディングス                         | 情報・通信業         | 2017-06-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9421       | エヌジェイホールディングス                         | 情報・通信業         | 2016-06-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9425       | ＲｅＹｕｕ　Ｊａｐａｎ                             | 情報・通信業         | 2021-10-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9425       | ＲｅＹｕｕ　Ｊａｐａｎ                             | 情報・通信業         | 2020-10-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9425       | ＲｅＹｕｕ　Ｊａｐａｎ                             | 情報・通信業         | 2019-10-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9425       | ＲｅＹｕｕ　Ｊａｐａｎ                             | 情報・通信業         | 2018-10-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9425       | ＲｅＹｕｕ　Ｊａｐａｎ                             | 情報・通信業         | 2017-10-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9425       | ＲｅＹｕｕ　Ｊａｐａｎ                             | 情報・通信業         | 2016-10-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9435       | 光通信                                             | 情報・通信業         | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9466       | アイドママーケティングコミュニケーション           | 情報・通信業         | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9511       | 沖縄電力                                           | 電気・ガス業         | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9519       | レノバ                                             | 電気・ガス業         | 2018-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9601       | 松竹                                               | 情報・通信業         | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9601       | 松竹                                               | 情報・通信業         | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9602       | 東宝                                               | 情報・通信業         | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9602       | 東宝                                               | 情報・通信業         | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9605       | 東映                                               | 情報・通信業         | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9610       | ウィルソン・ラーニング　ワールドワイド             | サービス業           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9633       | 東京テアトル                                       | 不動産業             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9635       | 武蔵野興業                                         | サービス業           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9661       | 歌舞伎座                                           | サービス業           | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9661       | 歌舞伎座                                           | サービス業           | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9716       | 乃村工藝社                                         | サービス業           | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9716       | 乃村工藝社                                         | サービス業           | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9723       | 京都ホテル                                         | サービス業           | 2017-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9729       | トーカイ                                           | サービス業           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9740       | セントラル警備保障                                 | サービス業           | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9740       | セントラル警備保障                                 | サービス業           | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9760       | 進学会ホールディングス                             | サービス業           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9761       | 東海リース                                         | サービス業           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9778       | 昴                                                 | サービス業           | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9778       | 昴                                                 | サービス業           | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9788       | ナック                                             | サービス業           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9793       | ダイセキ                                           | サービス業           | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9793       | ダイセキ                                           | サービス業           | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9832       | オートバックスセブン                               | 卸売業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9835       | ジュンテンドー                                     | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9835       | ジュンテンドー                                     | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9842       | アークランズ                                       | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9842       | アークランズ                                       | 小売業               | 2021-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9842       | アークランズ                                       | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9842       | アークランズ                                       | 小売業               | 2019-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9842       | アークランズ                                       | 小売業               | 2018-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9842       | アークランズ                                       | 小売業               | 2017-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9842       | アークランズ                                       | 小売業               | 2016-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9843       | ニトリホールディングス                             | 小売業               | 2022-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9843       | ニトリホールディングス                             | 小売業               | 2021-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9843       | ニトリホールディングス                             | 小売業               | 2020-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9843       | ニトリホールディングス                             | 小売業               | 2019-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
9843       | ニトリホールディングス                             | 小売業               | 2018-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
