generated_at: 2026-04-18T15:56:38
db_path: E:\EDINET_Data\edinet_monitor\db\edinet_monitor.db
period_mode: all
period_from: all
period_to: all
industry_33: all
security_codes: all
status_filter: FILING_MISSING
annual_gap_detection: on
rows: 1222
status_summary: FILING_MISSING=1222

証券コード | 会社名                                             | 業種                 | 期末日     | doc_id | 提出日 | filing | zip | 正規化 | 派生 | parse_status | 状況          
3185       | 夢展望                                             | 小売業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3190       | ホットマン                                         | 小売業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3192       | 白鳩                                               | 小売業               | 2024-11-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3192       | 白鳩                                               | 小売業               | 2023-11-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3192       | 白鳩                                               | 小売業               | 2022-11-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3192       | 白鳩                                               | 小売業               | 2021-11-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3192       | 白鳩                                               | 小売業               | 2020-11-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3192       | 白鳩                                               | 小売業               | 2019-11-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3192       | 白鳩                                               | 小売業               | 2018-11-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3192       | 白鳩                                               | 小売業               | 2017-11-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3192       | 白鳩                                               | 小売業               | 2016-11-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3198       | ＳＦＰホールディングス                             | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3198       | ＳＦＰホールディングス                             | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3199       | 綿半ホールディングス                               | 小売業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3205       | ダイドーリミテッド                                 | 繊維製品             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3222       | ユナイテッド・スーパーマーケット・ホールディングス | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3222       | ユナイテッド・スーパーマーケット・ホールディングス | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3223       | エスエルディー                                     | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3223       | エスエルディー                                     | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3223       | エスエルディー                                     | 小売業               | 2018-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3223       | エスエルディー                                     | 小売業               | 2017-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3224       | ゼネラル・オイスター                               | 小売業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3252       | 地主                                               | 不動産業             | 2019-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3252       | 地主                                               | 不動産業             | 2018-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3252       | 地主                                               | 不動産業             | 2017-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3252       | 地主                                               | 不動産業             | 2016-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3280       | エストラスト                                       | 不動産業             | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3280       | エストラスト                                       | 不動産業             | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3293       | アズマハウス                                       | 不動産業             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3306       | 日本製麻                                           | 卸売業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3326       | ランシステム                                       | サービス業           | 2022-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3326       | ランシステム                                       | サービス業           | 2021-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3326       | ランシステム                                       | サービス業           | 2020-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3326       | ランシステム                                       | サービス業           | 2019-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3326       | ランシステム                                       | サービス業           | 2018-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3326       | ランシステム                                       | サービス業           | 2017-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3353       | メディカル一光グループ                             | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3353       | メディカル一光グループ                             | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3358       | Ｔｒａｉｌｈｅａｄ　Ｇｌｏｂａｌ　Ｈｏｌｄｉｎｇｓ | 小売業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3382       | セブン＆アイ・ホールディングス                     | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3382       | セブン＆アイ・ホールディングス                     | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3387       | クリエイト・レストランツ・ホールディングス         | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3387       | クリエイト・レストランツ・ホールディングス         | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3391       | ツルハホールディングス                             | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3391       | ツルハホールディングス                             | 小売業               | 2023-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3391       | ツルハホールディングス                             | 小売業               | 2022-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3391       | ツルハホールディングス                             | 小売業               | 2021-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3391       | ツルハホールディングス                             | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3391       | ツルハホールディングス                             | 小売業               | 2019-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3391       | ツルハホールディングス                             | 小売業               | 2018-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3391       | ツルハホールディングス                             | 小売業               | 2017-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3392       | デリカフーズホールディングス                       | 卸売業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3396       | フェリシモ                                         | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3396       | フェリシモ                                         | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3409       | 北紡                                               | 繊維製品             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3415       | ＴＯＫＹＯ　ＢＡＳＥ                               | 小売業               | 2021-01-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3415       | ＴＯＫＹＯ　ＢＡＳＥ                               | 小売業               | 2020-01-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3415       | ＴＯＫＹＯ　ＢＡＳＥ                               | 小売業               | 2019-01-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3415       | ＴＯＫＹＯ　ＢＡＳＥ                               | 小売業               | 2018-01-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3415       | ＴＯＫＹＯ　ＢＡＳＥ                               | 小売業               | 2017-01-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3433       | トーカロ                                           | 金属製品             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3443       | 川田テクノロジーズ                                 | 金属製品             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3479       | ティーケーピー                                     | 不動産業             | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3479       | ティーケーピー                                     | 不動産業             | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3490       | アズ企画設計                                       | 不動産業             | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3490       | アズ企画設計                                       | 不動産業             | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3521       | テルマー湯ホールディングス                         | サービス業           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3543       | コメダホールディングス                             | 卸売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3543       | コメダホールディングス                             | 卸売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3546       | アレンザホールディングス                           | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3546       | アレンザホールディングス                           | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3548       | バロックジャパンリミテッド                         | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3548       | バロックジャパンリミテッド                         | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3548       | バロックジャパンリミテッド                         | 小売業               | 2018-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3548       | バロックジャパンリミテッド                         | 小売業               | 2017-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3550       | スタジオアタオ                                     | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3550       | スタジオアタオ                                     | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3557       | ユナイテッド＆コレクティブ                         | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3557       | ユナイテッド＆コレクティブ                         | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3558       | ジェイドグループ                                   | 小売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3558       | ジェイドグループ                                   | 小売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3561       | 力の源ホールディングス                             | 小売業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3562       | Ｎｏ．１                                           | 卸売業               | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3562       | Ｎｏ．１                                           | 卸売業               | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3577       | 東海染工                                           | 繊維製品             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3608       | ＴＳＩホールディングス                             | 繊維製品             | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3608       | ＴＳＩホールディングス                             | 繊維製品             | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3611       | マツオカコーポレーション                           | 繊維製品             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3612       | ワールド                                           | 繊維製品             | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3612       | ワールド                                           | 繊維製品             | 2023-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3612       | ワールド                                           | 繊維製品             | 2022-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3612       | ワールド                                           | 繊維製品             | 2021-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3612       | ワールド                                           | 繊維製品             | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3612       | ワールド                                           | 繊維製品             | 2019-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3612       | ワールド                                           | 繊維製品             | 2018-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3612       | ワールド                                           | 繊維製品             | 2017-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3627       | テクミラホールディングス                           | 情報・通信業         | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3627       | テクミラホールディングス                           | 情報・通信業         | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3628       | データホライゾン                                   | 情報・通信業         | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3628       | データホライゾン                                   | 情報・通信業         | 2023-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3628       | データホライゾン                                   | 情報・通信業         | 2022-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3628       | データホライゾン                                   | 情報・通信業         | 2021-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3628       | データホライゾン                                   | 情報・通信業         | 2020-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3628       | データホライゾン                                   | 情報・通信業         | 2019-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3628       | データホライゾン                                   | 情報・通信業         | 2018-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3628       | データホライゾン                                   | 情報・通信業         | 2017-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3646       | 駅探                                               | 情報・通信業         | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3670       | 協立情報通信                                       | 情報・通信業         | 2021-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3670       | 協立情報通信                                       | 情報・通信業         | 2020-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3670       | 協立情報通信                                       | 情報・通信業         | 2019-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3670       | 協立情報通信                                       | 情報・通信業         | 2018-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3670       | 協立情報通信                                       | 情報・通信業         | 2017-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3670       | 協立情報通信                                       | 情報・通信業         | 2016-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3675       | クロス・マーケティンググループ                     | 情報・通信業         | 2020-06-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3675       | クロス・マーケティンググループ                     | 情報・通信業         | 2019-06-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3675       | クロス・マーケティンググループ                     | 情報・通信業         | 2018-06-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3675       | クロス・マーケティンググループ                     | 情報・通信業         | 2017-06-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3676       | デジタルハーツホールディングス                     | 情報・通信業         | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3678       | メディアドゥ                                       | 情報・通信業         | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3678       | メディアドゥ                                       | 情報・通信業         | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3686       | ディー・エル・イー                                 | 情報・通信業         | 2019-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3686       | ディー・エル・イー                                 | 情報・通信業         | 2018-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3686       | ディー・エル・イー                                 | 情報・通信業         | 2017-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3694       | オプティム                                         | 情報・通信業         | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3762       | テクマトリックス                                   | 情報・通信業         | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3774       | インターネットイニシアティブ                       | 情報・通信業         | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3776       | ブロードバンドタワー                               | 情報・通信業         | 2017-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3776       | ブロードバンドタワー                               | 情報・通信業         | 2016-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3803       | イメージ情報開発                                   | 情報・通信業         | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3826       | システムインテグレータ                             | 情報・通信業         | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3826       | システムインテグレータ                             | 情報・通信業         | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3840       | パス                                               | 情報・通信業         | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3842       | ネクストジェン                                     | 情報・通信業         | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3851       | 日本一ソフトウェア                                 | 情報・通信業         | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3856       | Ａｂａｌａｎｃｅ                                   | 電気機器             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3856       | Ａｂａｌａｎｃｅ                                   | 電気機器             | 2023-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3856       | Ａｂａｌａｎｃｅ                                   | 電気機器             | 2022-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3856       | Ａｂａｌａｎｃｅ                                   | 電気機器             | 2021-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3856       | Ａｂａｌａｎｃｅ                                   | 電気機器             | 2020-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3856       | Ａｂａｌａｎｃｅ                                   | 電気機器             | 2019-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3856       | Ａｂａｌａｎｃｅ                                   | 電気機器             | 2018-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3856       | Ａｂａｌａｎｃｅ                                   | 電気機器             | 2017-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3858       | ユビキタスＡＩ                                     | 情報・通信業         | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3915       | テラスカイ                                         | 情報・通信業         | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3915       | テラスカイ                                         | 情報・通信業         | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3917       | アイリッジ                                         | 情報・通信業         | 2018-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3917       | アイリッジ                                         | 情報・通信業         | 2017-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3918       | ＰＣＩホールディングス                             | 情報・通信業         | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3918       | ＰＣＩホールディングス                             | 情報・通信業         | 2023-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3918       | ＰＣＩホールディングス                             | 情報・通信業         | 2022-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3918       | ＰＣＩホールディングス                             | 情報・通信業         | 2021-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3918       | ＰＣＩホールディングス                             | 情報・通信業         | 2020-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3918       | ＰＣＩホールディングス                             | 情報・通信業         | 2019-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3918       | ＰＣＩホールディングス                             | 情報・通信業         | 2018-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3918       | ＰＣＩホールディングス                             | 情報・通信業         | 2017-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3922       | ＰＲ　ＴＩＭＥＳ                                   | 情報・通信業         | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3922       | ＰＲ　ＴＩＭＥＳ                                   | 情報・通信業         | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3924       | ランドコンピュータ                                 | 情報・通信業         | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3925       | ダブルスタンダード                                 | 情報・通信業         | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3933       | チエル                                             | 情報・通信業         | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3935       | エディア                                           | 情報・通信業         | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3935       | エディア                                           | 情報・通信業         | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3941       | レンゴー                                           | パルプ・紙           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3944       | 古林紙工                                           | パルプ・紙           | 2018-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3944       | 古林紙工                                           | パルプ・紙           | 2017-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3944       | 古林紙工                                           | パルプ・紙           | 2016-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3962       | チェンジホールディングス                           | 情報・通信業         | 2021-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3962       | チェンジホールディングス                           | 情報・通信業         | 2020-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3962       | チェンジホールディングス                           | 情報・通信業         | 2019-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3962       | チェンジホールディングス                           | 情報・通信業         | 2018-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3962       | チェンジホールディングス                           | 情報・通信業         | 2017-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3963       | シンクロ・フード                                   | 情報・通信業         | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3967       | エルテス                                           | 情報・通信業         | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3967       | エルテス                                           | 情報・通信業         | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3970       | イノベーション                                     | 情報・通信業         | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3976       | シャノン                                           | 情報・通信業         | 2024-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3976       | シャノン                                           | 情報・通信業         | 2023-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3976       | シャノン                                           | 情報・通信業         | 2022-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3976       | シャノン                                           | 情報・通信業         | 2021-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3976       | シャノン                                           | 情報・通信業         | 2020-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3976       | シャノン                                           | 情報・通信業         | 2019-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3976       | シャノン                                           | 情報・通信業         | 2018-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3976       | シャノン                                           | 情報・通信業         | 2017-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3976       | シャノン                                           | 情報・通信業         | 2016-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3979       | うるる                                             | 情報・通信業         | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3987       | エコモット                                         | 情報・通信業         | 2019-08-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3987       | エコモット                                         | 情報・通信業         | 2018-08-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3987       | エコモット                                         | 情報・通信業         | 2017-08-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3996       | サインポスト                                       | 情報・通信業         | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
3996       | サインポスト                                       | 情報・通信業         | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4008       | 住友精化                                           | 化学                 | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4017       | クリーマ                                           | 情報・通信業         | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4046       | 大阪ソーダ                                         | 化学                 | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4055       | ティアンドエスグループ                             | 情報・通信業         | 2023-09-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4055       | ティアンドエスグループ                             | 情報・通信業         | 2022-09-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4055       | ティアンドエスグループ                             | 情報・通信業         | 2021-09-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4069       | ＢｌｕｅＭｅｍｅ                                   | 情報・通信業         | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4094       | 日本化学産業                                       | 化学                 | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4099       | 四国化成ホールディングス                           | 化学                 | 2021-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4099       | 四国化成ホールディングス                           | 化学                 | 2020-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4099       | 四国化成ホールディングス                           | 化学                 | 2019-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4099       | 四国化成ホールディングス                           | 化学                 | 2018-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4099       | 四国化成ホールディングス                           | 化学                 | 2017-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4099       | 四国化成ホールディングス                           | 化学                 | 2016-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4109       | ステラ　ケミファ                                   | 化学                 | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4169       | ＥＮＥＣＨＡＮＧＥ                                 | 情報・通信業         | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4169       | ＥＮＥＣＨＡＮＧＥ                                 | 情報・通信業         | 2023-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4169       | ＥＮＥＣＨＡＮＧＥ                                 | 情報・通信業         | 2022-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4169       | ＥＮＥＣＨＡＮＧＥ                                 | 情報・通信業         | 2021-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4186       | 東京応化工業                                       | 化学                 | 2016-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4231       | タイガースポリマー                                 | 化学                 | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4235       | ウルトラファブリックス・ホールディングス           | 化学                 | 2016-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4240       | クラスターテクノロジー                             | 化学                 | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4259       | エクサウィザーズ                                   | 情報・通信業         | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4270       | ＢｅｅＸ                                           | 情報・通信業         | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4293       | セプテーニ・ホールディングス                       | サービス業           | 2022-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4293       | セプテーニ・ホールディングス                       | サービス業           | 2021-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4293       | セプテーニ・ホールディングス                       | サービス業           | 2020-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4293       | セプテーニ・ホールディングス                       | サービス業           | 2019-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4293       | セプテーニ・ホールディングス                       | サービス業           | 2018-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4293       | セプテーニ・ホールディングス                       | サービス業           | 2017-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
