doc_id	security_code	form_type	period_end	source_tags	existing_row_count	proposed_row_count	selected_candidate_count	excluded_candidate_count	review_row_count	excel_suppressed_segment_profit_count	status
S100BBPU	19280	043000	2017-07-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	30	32	93	0	7	0	rebuild
S100BBQ2	45920	043000	2017-07-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BBQ9	17580	043000	2017-07-31	NotesSegmentInformationEtcQuarterlyFinancialStatementsTextBlock	15	20	30	0	0	0	rebuild
S100BBRV	35650	043000	2017-07-31	NotesSegmentInformationEtcQuarterlyFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BBSU	67570	043000	2017-07-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	15	21	38	0	0	0	rebuild
S100BBSX	31690	043000	2017-07-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	6	12	18	0	0	0	rebuild
S100BBSY	27760	043000	2017-07-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BBTS	81420	043000	2017-07-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	15	21	50	0	0	0	rebuild
S100BBV0	36650	043000	2017-07-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	9	8	28	0	3	0	rebuild
S100BBW5	39210	043000	2017-07-31	NotesSegmentInformationEtcQuarterlyFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BBWA	30710	043000	2017-07-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	12	18	44	0	0	0	rebuild
S100BBWK	13810	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	9	8	17	7	0	0	rebuild
S100BBWT	80130	043000	2017-07-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	9	14	36	0	0	0	rebuild
S100BBX7	96320	043000	2017-07-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	12	18	42	0	0	0	rebuild
S100BBXX	14330	043000	2017-07-31	NotesSegmentInformationEtcQuarterlyFinancialStatementsTextBlock	9	13	26	0	0	0	rebuild
S100BBZ0	68980	043000	2017-07-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	9	8	24	0	3	0	rebuild
S100BC0M	36570	043000	2017-07-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	12	22	50	0	0	0	rebuild
S100BC0V	56980	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	0	0	0	4	0	0	no_metrics
S100BC22	63360	043000	2017-07-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	12	20	36	0	0	0	rebuild
S100BC2Z	42870	043000	2017-07-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	18	26	54	0	0	0	rebuild
S100BC5A	35480	043000	2017-07-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BC64	33990	043000	2017-07-31	NotesSegmentInformationEtcQuarterlyFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BC82	61840	043000	2017-07-31	NotesSegmentInformationEtcQuarterlyFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BCCZ	39310	043000	2017-07-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	12	17	32	0	0	0	rebuild
S100BCNT	26860	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BCUV	78090	030000	2017-06-30	NotesSegmentInformationEtcFinancialStatementsTextBlock	0	0	0	4	0	0	no_metrics
S100BCZ3	26890	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	13	18	45	2	0	0	rebuild
S100BD2A	48260	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	0	0	0	1	0	0	no_metrics
S100BD3R	37760	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	9	14	36	6	0	0	rebuild
S100BD5I	61560	030000	2017-06-30	NotesSegmentInformationEtcFinancialStatementsTextBlock	12	17	32	2	0	0	rebuild
S100BD5W	34150	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BD8C	78130	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	0	0	0	4	0	0	no_metrics
S100BDAL	53800	030000	2017-06-30	NotesSegmentInformationEtcFinancialStatementsTextBlock	0	4	16	0	0	0	rebuild
S100BDIL	48470	030000	2017-06-30	NotesSegmentInformationEtcFinancialStatementsTextBlock	9	6	12	2	0	0	rebuild
S100BDPD	78260	030000	2017-06-30	NotesSegmentInformationEtcFinancialStatementsTextBlock	5	27	32	1	1	0	rebuild
S100BDPO	13820	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	15	22	46	3	0	0	rebuild
S100BDQK	59030	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BDRE	89280	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	18	26	54	4	1	0	rebuild
S100BDRF	27620	030000	2017-06-30	NotesSegmentInformationEtcFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BDSH	95140	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	9	16	34	4	0	0	rebuild
S100BDT2	54110	043000	2017-09-30	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	8	24	24	0	0	0	rebuild
S100BDV2	30410	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	15	26	52	4	0	0	rebuild
S100BDW7	36550	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	3	18	36	2	0	0	rebuild
S100BDWN	23850	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	18	28	51	2	0	0	rebuild
S100BDXN	77810	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	15	26	56	7	0	0	rebuild
S100BDXQ	21540	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	15	26	58	4	0	0	rebuild
S100BDXZ	36860	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BDYP	49760	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	0	0	0	6	0	0	no_metrics
S100BE08	34260	030000	2017-06-30	NotesSegmentInformationEtcFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BE1Y	31540	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	9	14	36	4	0	0	rebuild
S100BE54	68740	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	12	24	46	2	0	0	rebuild
S100BE5P	60300	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	6	8	21	4	0	0	rebuild
S100BE5Z	38360	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	0	0	0	2	0	0	no_metrics
S100BE8P	65470	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BEA9	34390	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	15	26	56	11	1	0	rebuild
S100BEAD	67850	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	15	31	70	22	1	0	rebuild
S100BEBN	29040	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	12	22	46	6	0	0	rebuild
S100BEBZ	45750	030000	2017-06-30	NotesSegmentInformationEtcFinancialStatementsTextBlock	0	0	0	4	0	0	no_metrics
S100BECO	75850	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BECQ	77470	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	9	14	36	6	0	0	rebuild
S100BED8	93610	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	15	26	59	1	0	0	rebuild
S100BEEA	30760	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	27	46	91	8	0	0	rebuild
S100BEEW	34570	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	23	34	80	0	0	0	rebuild
S100BEF3	46570	030000	2017-06-30	NotesSegmentInformationEtcFinancialStatementsTextBlock	0	0	0	2	0	0	no_metrics
S100BEG0	52830	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	15	22	52	2	0	0	rebuild
S100BEGH	17640	030000	2017-06-30	NotesSegmentInformationEtcFinancialStatementsTextBlock	15	21	38	1	0	0	rebuild
S100BEH4	36320	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	0	0	0	4	0	0	no_metrics
S100BEHO	69200	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	0	4	8	4	0	0	rebuild
S100BEI5	94390	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	12	22	46	2	0	0	rebuild
S100BEIG	89450	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	9	14	36	0	0	0	rebuild
S100BEIK	78120	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	15	22	52	4	0	0	rebuild
S100BEIT	75320	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	12	22	52	6	0	0	rebuild
S100BEK7	68880	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	9	14	35	3	0	0	rebuild
S100BEKS	32710	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	18	30	54	0	0	0	rebuild
S100BELD	30820	030000	2017-06-30	NotesSegmentInformationEtcFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BELF	43350	030000	2017-06-30	NotesSegmentInformationEtcFinancialStatementsTextBlock	0	3	6	2	0	0	rebuild
S100BEMD	94170	030000	2017-06-30	NotesSegmentInformationEtcFinancialStatementsTextBlock	9	13	26	2	0	0	rebuild
S100BEMK	33260	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	12	22	50	4	0	0	rebuild
S100BEML	82170	043000	2017-08-20	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BEN5	14310	030000	2017-06-30	NotesSegmentInformationEtcFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BENE	60620	030000	2017-06-30	NotesSegmentInformationEtcFinancialStatementsTextBlock	0	0	0	2	0	0	no_metrics
S100BENL	30280	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BENQ	63400	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	15	26	60	8	0	0	rebuild
S100BEON	59870	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	9	14	34	1	0	0	rebuild
S100BEP3	60380	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	9	12	24	4	0	0	rebuild
S100BEPX	36600	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	15	22	52	5	0	0	rebuild
S100BER5	22260	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	0	0	0	2	0	0	no_metrics
S100BERE	17160	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	12	20	40	5	0	0	rebuild
S100BERS	30500	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	10	22	51	0	0	0	rebuild
S100BES1	76360	030000	2017-06-30	NotesSegmentInformationEtcFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BES7	35970	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BET0	47670	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	0	0	0	2	0	0	no_metrics
S100BET3	39160	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	9	14	36	3	0	0	rebuild
S100BET5	24810	030000	2017-06-30	NotesSegmentInformationEtcFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BETP	36280	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	0	0	0	1	0	0	no_metrics
S100BEV3	63270	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	12	22	50	4	0	0	rebuild
S100BEVT	61950	030000	2017-06-30	NotesSegmentInformationEtcFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BEWU	21800	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	18	26	60	14	0	0	rebuild
S100BF09	17880	030000	2017-06-30	NotesSegmentInformationEtcFinancialStatementsTextBlock	12	16	30	4	0	0	rebuild
S100BF1U	98420	043000	2017-08-20	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	15	22	48	0	0	0	rebuild
S100BF28	75000	030000	2017-06-30	NotesSegmentInformationEtcFinancialStatementsTextBlock	0	5	10	2	0	0	rebuild
S100BF2B	34690	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	12	18	41	1	0	0	rebuild
S100BF2T	33330	043000	2017-08-20	NotesSegmentInformationEtcQuarterlyFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BF2W	31350	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BF35	67280	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	9	14	36	6	0	0	rebuild
S100BF3M	24280	030000	2017-06-30	NotesSegmentInformationEtcFinancialStatementsTextBlock	0	0	0	6	0	0	no_metrics
S100BF3T	45870	030000	2017-06-30	NotesSegmentInformationEtcFinancialStatementsTextBlock	0	0	0	4	0	0	no_metrics
S100BF4A	60360	030000	2017-06-30	NotesSegmentInformationEtcFinancialStatementsTextBlock	9	16	26	6	0	0	rebuild
S100BF4F	66620	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	12	17	32	3	0	0	rebuild
S100BF5K	14140	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	9	8	29	6	1	0	rebuild
S100BF7B	62390	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	10	10	21	12	0	0	rebuild
S100BF8M	24770	030000	2017-06-30	NotesSegmentInformationEtcFinancialStatementsTextBlock	9	13	26	0	0	0	rebuild
S100BFAV	28200	030000	2017-06-30	NotesSegmentInformationEtcFinancialStatementsTextBlock	0	0	0	2	0	0	no_metrics
S100BFC3	60310	030000	2017-06-30	NotesSegmentInformationEtcFinancialStatementsTextBlock	0	0	0	4	0	0	no_metrics
S100BFD4	39840	030000	2017-06-30	NotesSegmentInformationEtcFinancialStatementsTextBlock	0	0	0	4	0	0	no_metrics
S100BFEE	99760	043000	2017-08-20	NotesSegmentInformationEtcQuarterlyFinancialStatementsTextBlock	3	6	20	0	0	0	rebuild
S100BFEU	60610	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	21	30	64	8	0	0	rebuild
S100BFH3	31400	030000	2017-06-30	NotesSegmentInformationEtcFinancialStatementsTextBlock	12	17	32	0	0	0	rebuild
S100BFHN	32420	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	0	4	8	4	0	0	rebuild
S100BFIX	75450	043000	2017-08-20	NotesSegmentInformationEtcQuarterlyFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BFJM	38560	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	12	10	16	9	1	0	rebuild
S100BFKO	36250	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	9	14	30	6	0	0	rebuild
S100BFLS	77070	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	16	13	44	5	1	0	rebuild
S100BFLU	33000	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	15	24	45	9	0	0	rebuild
S100BFMG	89120	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	0	0	0	1	0	0	no_metrics
S100BFMP	32860	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	24	20	75	12	1	0	rebuild
S100BFMT	36390	030000	2017-06-30	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	0	4	8	4	0	0	rebuild
S100BFN3	39860	030000	2017-06-30	NotesSegmentInformationEtcFinancialStatementsTextBlock	9	13	26	0	0	0	rebuild
S100BFNF	98430	043000	2017-08-20	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BFNS	81660	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BFON	27780	043000	2017-08-20	NotesSegmentInformationEtcQuarterlyFinancialStatementsTextBlock	12	20	36	0	0	0	rebuild
S100BFXS	64690	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	12	17	34	0	0	0	rebuild
S100BFXW	82760	043000	2017-08-20	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	8	22	52	0	0	0	rebuild
S100BG7I	81980	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BG82	82270	043000	2017-08-20	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	9	8	24	0	2	0	rebuild
S100BGAX	76240	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BGAY	62790	043000	2017-08-20	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BGD7	81940	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	6	8	30	0	1	0	rebuild
S100BGEJ	74500	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BGEY	68140	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	15	26	60	1	0	0	rebuild
S100BGII	74530	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	12	26	54	0	0	0	rebuild
S100BGJ3	59000	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyFinancialStatementsTextBlock	9	13	26	0	0	0	rebuild
S100BGJ9	99820	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	12	22	51	0	0	0	rebuild
S100BGKS	97160	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	9	14	36	0	0	0	rebuild
S100BGKU	97930	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BGPK	65320	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyFinancialStatementsTextBlock	0	0	0	4	0	0	no_metrics
S100BGSJ	32220	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BGSM	99930	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	12	20	52	1	0	0	rebuild
S100BGST	29180	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	15	26	58	0	0	0	rebuild
S100BGU6	47630	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	15	26	56	0	0	0	rebuild
S100BGYK	76490	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BGZ7	45300	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BH01	26680	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BH1K	38260	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyFinancialStatementsTextBlock	13	17	36	0	0	0	rebuild
S100BH3M	27470	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BH3S	82330	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	12	16	34	1	0	0	rebuild
S100BH4T	79750	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	9	13	32	0	0	0	rebuild
S100BH5G	22940	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	18	26	68	0	0	0	rebuild
S100BH5Q	98610	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	21	34	74	0	0	0	rebuild
S100BH64	99460	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	4	12	22	2	0	0	rebuild
S100BH6J	36780	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	12	10	20	0	0	0	rebuild
S100BH7D	31810	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BH7H	36080	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	9	14	36	0	0	0	rebuild
S100BH7L	30930	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BH7U	80570	030000	2017-07-20	NotesSegmentInformationEtcConsolidatedFinancialStatementsTextBlock	15	26	60	0	0	0	rebuild
S100BH96	98350	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BH9Q	23410	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	9	14	35	0	0	0	rebuild
S100BHA2	30300	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BHAX	47140	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	21	34	73	0	0	0	rebuild
S100BHCG	82890	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BHCT	35460	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	15	13	24	0	0	0	rebuild
S100BHD8	60700	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	9	6	12	0	0	0	rebuild
S100BHDC	96020	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	10	26	60	0	0	0	rebuild
S100BHE8	76110	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BHEH	26700	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	9	14	36	0	0	0	rebuild
S100BHEJ	97780	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BHEU	99030	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	12	30	62	0	0	0	rebuild
S100BHEX	75160	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BHEY	36700	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	6	6	9	0	0	0	rebuild
S100BHFM	96610	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	12	18	44	0	0	0	rebuild
S100BHFW	75120	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BHG9	30800	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BHGK	77180	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	12	17	32	0	0	0	rebuild
S100BHHA	81250	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	12	18	42	2	0	0	rebuild
S100BHHU	52710	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	15	22	48	0	0	0	rebuild
S100BHII	39670	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BHIM	22920	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	15	26	60	0	0	0	rebuild
S100BHKQ	35500	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BHKR	99740	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BHKW	82470	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	12	22	52	0	0	0	rebuild
S100BHLC	82540	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BHLE	30650	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BHLG	82030	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	0	0	0	0	0	0	no_metrics
S100BHLR	93810	043000	2017-08-31	NotesSegmentInformationEtcQuarterlyConsolidatedFinancialStatementsTextBlock	10	22	55	0	0	0	rebuild
